book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
The Oracle of Ancient Egypt,"The Oracle of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Linda Sutton,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Oracle%20of%20Ancient%20Egypt&font=roboto,402,0
Legends of Ancient Greece,"Legends of Ancient Greece retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",David Ashford,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Legends%20of%20Ancient%20Greece&font=roboto,266,0
The Gods of Ancient Egypt,"The Gods of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",John Osei,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Gods%20of%20Ancient%20Egypt&font=roboto,822,0
Sacred Pantheon,"Sacred Pantheon retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Andrew Bennett,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Sacred%20Pantheon&font=roboto,861,0
Sacred Gods,"Sacred Gods retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Ronald Andersen,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Sacred%20Gods&font=roboto,548,0
The Fallen Myth,"The Fallen Myth retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Amanda Iyer,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Fallen%20Myth&font=roboto,663,0
The Pantheon of Ancient Egypt,"The Pantheon of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Edward Marlow,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Pantheon%20of%20Ancient%20Egypt&font=roboto,355,0
Fallen Heroes,"Fallen Heroes retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Freya Pierce,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Fallen%20Heroes&font=roboto,443,0
The Legends of the Old World,"The Legends of the Old World retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Donald O'Connell,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Legends%20of%20the%20Old%20World&font=roboto,243,0
The Sacred Legends,"The Sacred Legends retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",David Andersen,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Sacred%20Legends&font=roboto,692,0
Eternal Titans,"Eternal Titans retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Elizabeth Ashford,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Eternal%20Titans&font=roboto,665,0
The Myth of Ancient Egypt,"The Myth of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Betty Kensington,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Myth%20of%20Ancient%20Egypt&font=roboto,560,0
Myth of the Norse Realms,"Myth of the Norse Realms retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Mateo Pierce,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Myth%20of%20the%20Norse%20Realms&font=roboto,825,0
Divine Myth,"Divine Myth retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Linda Nakamura,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Divine%20Myth&font=roboto,354,0
The Titans of the Norse Realms,"The Titans of the Norse Realms retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Karen Ashford,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Titans%20of%20the%20Norse%20Realms&font=roboto,594,0
Oracle of Ancient Egypt,"Oracle of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Joshua Ellison,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Oracle%20of%20Ancient%20Egypt&font=roboto,411,0
Titans of Ancient Greece,"Titans of Ancient Greece retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Karen Doyle,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Titans%20of%20Ancient%20Greece&font=roboto,177,0
Heroes of Ancient Egypt,"Heroes of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Aditya Iyer,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Heroes%20of%20Ancient%20Egypt&font=roboto,722,0
Eternal Myth,"Eternal Myth retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Betty Ellison,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Eternal%20Myth&font=roboto,428,0
Legends of Ancient Egypt,"Legends of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Matthew Hayes,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Legends%20of%20Ancient%20Egypt&font=roboto,888,0
Golden Gods,"Golden Gods retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",William Callahan,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Golden%20Gods&font=roboto,765,0
Golden Myth,"Golden Myth retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Steven Grant,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Golden%20Myth&font=roboto,733,0
The Forgotten Titans,"The Forgotten Titans retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Meera Kensington,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Forgotten%20Titans&font=roboto,409,0
The Eternal Pantheon,"The Eternal Pantheon retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Joseph Callahan,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Eternal%20Pantheon&font=roboto,707,0
The Titans of Ancient Egypt,"The Titans of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Yuki Blackwood,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Titans%20of%20Ancient%20Egypt&font=roboto,464,0
The Fallen Pantheon,"The Fallen Pantheon retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Michael Sutton,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Fallen%20Pantheon&font=roboto,408,0
The Sacred Heroes,"The Sacred Heroes retells the timeless stories of the norse realms, bringing familiar legends to life with fresh detail and narrative depth.",Meera Winters,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Sacred%20Heroes&font=roboto,157,0
Divine Legends,"Divine Legends retells the timeless stories of ancient greece, bringing familiar legends to life with fresh detail and narrative depth.",Steven Ashford,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Divine%20Legends&font=roboto,364,0
The Golden Heroes,"The Golden Heroes retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Yuki Kensington,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Golden%20Heroes&font=roboto,489,0
The Eternal Titans,"The Eternal Titans retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Kevin Andersen,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=The%20Eternal%20Titans&font=roboto,233,0
Golden Legends,"Golden Legends retells the timeless stories of the old world, bringing familiar legends to life with fresh detail and narrative depth.",Hiroshi Sinclair,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Golden%20Legends&font=roboto,415,0
Pantheon of Ancient Egypt,"Pantheon of Ancient Egypt retells the timeless stories of ancient egypt, bringing familiar legends to life with fresh detail and narrative depth.",Joshua Doyle,Mythology,https://placehold.co/400x600/7f5539/ffffff.png?text=Pantheon%20of%20Ancient%20Egypt&font=roboto,235,0
Ordinary Family,"Ordinary Family is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Ronald Andersen,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Ordinary%20Family&font=roboto,378,0
The Quiet Silence,"The Quiet Silence is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Barbara Osei,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Quiet%20Silence&font=roboto,352,0
The Distance of a Fractured Family,"The Distance of a Fractured Family is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Michael Hartley,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Distance%20of%20a%20Fractured%20Family&font=roboto,781,0
Small Summer,"Small Summer is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Barbara Blackwood,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Small%20Summer&font=roboto,323,0
The Quiet Return,"The Quiet Return is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Divya Iyer,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Quiet%20Return&font=roboto,270,0
Family of a Fractured Family,"Family of a Fractured Family is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Andrew Redwood,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Family%20of%20a%20Fractured%20Family&font=roboto,655,0
Unspoken Letter,"Unspoken Letter is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Margaret Redwood,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Unspoken%20Letter&font=roboto,893,0
Family of an Old House,"Family of an Old House is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Charles Bennett,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Family%20of%20an%20Old%20House&font=roboto,446,0
The Silence of an Old House,"The Silence of an Old House is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Ashley Blackwood,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Silence%20of%20an%20Old%20House&font=roboto,745,0
Quiet House,"Quiet House is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Sarah Callahan,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Quiet%20House&font=roboto,858,0
Familiar Family,"Familiar Family is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Ananya Rossi,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Familiar%20Family&font=roboto,411,0
The Ordinary Family,"The Ordinary Family is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Melissa Rossi,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Ordinary%20Family&font=roboto,835,0
The Quiet Summer,"The Quiet Summer is a character-driven story set around an old house, quietly examining memory, connection, and the choices that shape ordinary lives.",Kenneth Hartley,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Quiet%20Summer&font=roboto,836,0
The Silence of a Small Town,"The Silence of a Small Town is a character-driven story set around a small town, quietly examining memory, connection, and the choices that shape ordinary lives.",Matthew Harrow,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=The%20Silence%20of%20a%20Small%20Town&font=roboto,322,0
Ordinary Letter,"Ordinary Letter is a character-driven story set around a fractured family, quietly examining memory, connection, and the choices that shape ordinary lives.",Barbara Callahan,Fiction,https://placehold.co/400x600/463f3a/ffffff.png?text=Ordinary%20Letter&font=roboto,876,0
